"Energy","CPS","Spectrum"
"375",7.5027766,1.04678122670213,"blackdiamond"
"376",7.5228375,0.718963618339899,"blackdiamond"
"377",7.5428984,0.782292019955331,"blackdiamond"
"378",7.5629593,0.890322822711067,"blackdiamond"
"379",7.5830202,0.651910016629442,"blackdiamond"
"380",7.6030811,0.771116419670254,"blackdiamond"
"381",7.623142,0.700337617864772,"blackdiamond"
"382",7.6432029,0.681711617389645,"blackdiamond"
"383",7.6632638,0.569955614538884,"blackdiamond"
"384",7.6833247,0.637009216249341,"blackdiamond"
"385",7.7033856,0.622108415869239,"blackdiamond"
"386",7.7234465,0.666810817009544,"blackdiamond"
"387",7.7435074,0.625833615964265,"blackdiamond"
"388",7.7635683,0.670536017104569,"blackdiamond"
"389",7.7836292,0.640734416344366,"blackdiamond"
"390",7.8036901,0.692887217674722,"blackdiamond"
"391",7.823751,0.569955614538884,"blackdiamond"
"392",7.8438119,0.681711617389645,"blackdiamond"
"393",7.8638728,0.644459616439391,"blackdiamond"
"394",7.8839337,0.77484161976528,"blackdiamond"
"395",7.9039946,0.82326922100061,"blackdiamond"
"396",7.9240555,0.987178025181727,"blackdiamond"
"397",7.9441164,1.06913242727229,"blackdiamond"
"398",7.9641773,1.26656803230863,"blackdiamond"
"399",7.9842382,1.32244603373401,"blackdiamond"
"400",8.0042991,1.6577140422863,"blackdiamond"
"401",8.02436,1.96318045007838,"blackdiamond"
"402",8.0444209,1.87750084789279,"blackdiamond"
"403",8.0644818,1.97435605036345,"blackdiamond"
"404",8.0845427,2.01160805131371,"blackdiamond"
"405",8.1046036,1.6577140422863,"blackdiamond"
"406",8.1246645,1.43420203658477,"blackdiamond"
"407",8.1447254,1.36714843487432,"blackdiamond"
"408",8.1647863,0.983452825086701,"blackdiamond"
"409",8.1848472,0.812093620715534,"blackdiamond"
"410",8.2049081,0.853070821760813,"blackdiamond"
"411",8.224969,0.72641401852995,"blackdiamond"
"412",8.2450299,0.733864418720001,"blackdiamond"
"413",8.2650908,0.778566819860305,"blackdiamond"
"414",8.2851517,0.685436817484671,"blackdiamond"
"415",8.3052126,0.763666019480204,"blackdiamond"
"416",8.3252735,0.715238418244874,"blackdiamond"
"417",8.3453344,0.666810817009544,"blackdiamond"
"418",8.3653953,0.711513218149848,"blackdiamond"
"419",8.3854562,0.685436817484671,"blackdiamond"
"420",8.4055171,0.670536017104569,"blackdiamond"
"421",8.425578,0.696612417769747,"blackdiamond"
"422",8.4456389,0.670536017104569,"blackdiamond"
"423",8.4656998,0.72641401852995,"blackdiamond"
"424",8.4857607,0.644459616439391,"blackdiamond"
"425",8.5058216,0.722688818434924,"blackdiamond"
"426",8.5258825,0.771116419670254,"blackdiamond"
"427",8.5459434,0.841895221475737,"blackdiamond"
"428",8.5660043,0.793467620240407,"blackdiamond"
"429",8.5860652,1.01697962594193,"blackdiamond"
"430",8.6061261,1.00580402565685,"blackdiamond"
"431",8.626187,0.990903225276752,"blackdiamond"
"432",8.6462479,1.13618602898274,"blackdiamond"
"433",8.6663088,0.957376424421524,"blackdiamond"
"434",8.6863697,0.841895221475737,"blackdiamond"
"435",8.7064306,0.912674023281219,"blackdiamond"
"436",8.7264915,0.905223623091168,"blackdiamond"
"437",8.7465524,0.834444821285686,"blackdiamond"
"438",8.7666133,0.845620421570762,"blackdiamond"
"439",8.7866742,0.771116419670254,"blackdiamond"
"440",8.8067351,0.804643220525483,"blackdiamond"
"441",8.826796,0.800918020430458,"blackdiamond"
"442",8.8468569,0.841895221475737,"blackdiamond"
"443",8.8669178,0.908948823186194,"blackdiamond"
"444",8.8869787,0.938750423946397,"blackdiamond"
"445",8.9070396,0.905223623091168,"blackdiamond"
"446",8.9271005,0.856796021855838,"blackdiamond"
"447",8.9471614,0.964826824611575,"blackdiamond"
"448",8.9672223,0.72641401852995,"blackdiamond"
"449",8.9872832,0.826994421095635,"blackdiamond"
"450",9.0073441,0.741314818910051,"blackdiamond"
"451",9.027405,0.704062817959798,"blackdiamond"
"452",9.0474659,0.711513218149848,"blackdiamond"
"453",9.0675268,0.566230414443858,"blackdiamond"
"454",9.0875877,0.62955881605929,"blackdiamond"
"455",9.1076486,0.614658015679188,"blackdiamond"
"456",9.1277095,0.577406014728934,"blackdiamond"
"457",9.1477704,0.737589618815026,"blackdiamond"
"458",9.1678313,0.637009216249341,"blackdiamond"
"459",9.1878922,0.722688818434924,"blackdiamond"
"460",9.2079531,0.77484161976528,"blackdiamond"
"461",9.228014,0.700337617864772,"blackdiamond"
"462",9.2480749,0.715238418244874,"blackdiamond"
"463",9.2681358,0.674261217199595,"blackdiamond"
"464",9.2881967,0.715238418244874,"blackdiamond"
"465",9.3082576,0.733864418720001,"blackdiamond"
"466",9.3283185,0.569955614538884,"blackdiamond"
"467",9.3483794,0.633284016154315,"blackdiamond"
"468",9.3684403,0.648184816534417,"blackdiamond"
"469",9.3885012,0.640734416344366,"blackdiamond"
"470",9.4085621,0.62955881605929,"blackdiamond"
"471",9.428623,0.596032015204061,"blackdiamond"
"472",9.4486839,0.58113121482396,"blackdiamond"
"473",9.4687448,0.573680814633909,"blackdiamond"
"474",9.4888057,0.62955881605929,"blackdiamond"
"475",9.5088666,0.700337617864772,"blackdiamond"
"476",9.5289275,0.715238418244874,"blackdiamond"
"477",9.5489884,0.644459616439391,"blackdiamond"
"478",9.5690493,0.622108415869239,"blackdiamond"
"479",9.5891102,0.733864418720001,"blackdiamond"
"480",9.6091711,0.685436817484671,"blackdiamond"
"481",9.629232,0.689162017579696,"blackdiamond"
"482",9.6492929,0.692887217674722,"blackdiamond"
"483",9.6693538,0.670536017104569,"blackdiamond"
"484",9.6894147,0.700337617864772,"blackdiamond"
"485",9.7094756,0.614658015679188,"blackdiamond"
"486",9.7295365,0.644459616439391,"blackdiamond"
"487",9.7495974,0.603482415394112,"blackdiamond"
"488",9.7696583,0.584856414918985,"blackdiamond"
"489",9.7897192,0.622108415869239,"blackdiamond"
"490",9.8097801,0.610932815584163,"blackdiamond"
"491",9.829841,0.558780014253808,"blackdiamond"
"492",9.8499019,0.637009216249341,"blackdiamond"
"493",9.8699628,0.659360416819493,"blackdiamond"
"494",9.8900237,0.573680814633909,"blackdiamond"
"495",9.9100846,0.67798641729462,"blackdiamond"
"496",9.9301455,0.640734416344366,"blackdiamond"
"497",9.9502064,0.596032015204061,"blackdiamond"
"498",9.9702673,0.562505214348833,"blackdiamond"
"499",9.9903282,0.633284016154315,"blackdiamond"
"500",10.0103891,0.663085616914518,"blackdiamond"
"501",10.03045,0.588581615014011,"blackdiamond"
"502",10.0505109,0.62955881605929,"blackdiamond"
"503",10.0705718,0.674261217199595,"blackdiamond"
"504",10.0906327,0.573680814633909,"blackdiamond"
"505",10.1106936,0.622108415869239,"blackdiamond"
"506",10.1307545,0.599757215299087,"blackdiamond"
"507",10.1508154,0.610932815584163,"blackdiamond"
"508",10.1708763,0.555054814158782,"blackdiamond"
"509",10.1909372,0.540154013778681,"blackdiamond"
"510",10.2109981,0.67798641729462,"blackdiamond"
"511",10.231059,0.592306815109036,"blackdiamond"
"512",10.2511199,0.633284016154315,"blackdiamond"
"513",10.2711808,0.584856414918985,"blackdiamond"
"514",10.2912417,0.596032015204061,"blackdiamond"
"515",10.3113026,0.53270361358863,"blackdiamond"
"516",10.3313635,0.685436817484671,"blackdiamond"
"517",10.3514244,0.681711617389645,"blackdiamond"
"518",10.3714853,0.685436817484671,"blackdiamond"
"519",10.3915462,0.637009216249341,"blackdiamond"
